ID,SLUG,EQUIPO_ID,SEMANA,PUNTOS_TOTALES,MIN_JUGADOS,GOLES,ASISTENCIAS_GOL,ASISTENCIAS_SIN_GOL,LLEGADAS_AREA,PENALTIS_PROVOCADOS,PENALTIS_PARADOS,PARADAS,DESPEJES,PENALTIS_FALLADOS,GOLES_EN_PROPIA,GOLES_EN_CONTRA,TARJETAS_AMARILLAS,SEGUNDAS_AMARILLAS,TARJETAS_ROJAS,TIROS_A_PUERTA,REGATES,BALONES_RECUPERADOS,POSESIONES_PERDIDAS,PUNTOS_MARCA,MIN_JUGADOS_PUNTOS,GOLES_PUNTOS,ASISTENCIAS_GOL_PUNTOS,ASISTENCIAS_SIN_GOL_PUNTOS,LLEGADAS_AREA_PUNTOS,PENALTIS_PROVOCADOS_PUNTOS,PENALTIS_PARADOS_PUNTOS,PARADAS_PUNTOS,DESPEJES_PUNTOS,PENALTIS_FALLADOS_PUNTOS,GOLES_EN_PROPIA_PUNTOS,GOLES_EN_CONTRA_PUNTOS,TARJETAS_AMARILLAS_PUNTOS,SEGUNDAS_AMARILLAS_PUNTOS,TARJETAS_ROJAS_PUNTOS,TIROS_A_PUERTA_PUNTOS,REGATES_PUNTOS,BALONES_RECUPERADOS_PUNTOS,POSESIONES_PERDIDAS_PUNTOS,PUNTOS_MARCA_PUNTOS
56,savic,ATM,8,9,90,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,5,-1,2,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,1,0,2
56,savic,ATM,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,savic,ATM,12,9,90,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,5,6,-1,2,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,1,0,2
56,savic,ATM,13,0,90,0,0,0,0,0,0,0,8,0,1,3,0,0,0,0,1,8,10,-1,2,0,0,0,0,0,0,0,2,0,-2,-2,0,0,0,0,0,1,-1,0
56,savic,ATM,14,7,90,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,5,9,-1,2,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,1,-1,1
56,savic,ATM,15,6,90,0,0,0,0,0,0,0,4,0,0,1,0,0,0,1,0,8,6,-1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2
56,savic,ATM,16,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,savic,ATM,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,savic,ATM,23,-1,90,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,12,-1,2,0,0,0,0,0,0,0,0,0,0,-4,0,0,0,0,0,1,-1,1
56,savic,ATM,24,1,90,0,0,0,0,0,0,0,6,0,0,3,1,0,0,0,0,8,17,-1,2,0,0,0,0,0,0,0,2,0,0,-2,-1,0,0,0,0,1,-2,1
56,savic,ATM,21,1,90,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,10,16,-1,2,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,2,-2,0
56,savic,ATM,25,9,90,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,3,4,9,-1,2,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,1,0,-1,2
58,koke,ATM,1,3,66,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,2,14,-1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,1
58,koke,ATM,2,6,90,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,8,3,-1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1
58,koke,ATM,3,3,90,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,7,13,-1,2,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,-1,2
58,koke,ATM,4,3,90,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5,15,-1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1
58,koke,ATM,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,koke,ATM,8,6,90,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,7,-1,2,0,0,0,0,0,0,0,0,0,0,2,-1,0,0,0,0,1,0,2
58,koke,ATM,10,3,90,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,8,7,-1,2,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,1
58,koke,ATM,11,0,90,0,0,0,0,0,0,0,2,0,0,2,1,0,0,0,0,2,10,-1,2,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,-1,1
58,koke,ATM,12,7,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,-1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,-1,2
58,koke,ATM,13,3,90,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,2,3,9,-1,2,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,1
58,koke,ATM,14,5,90,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5,10,-1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,-1,1
58,koke,ATM,15,3,90,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,1,4,14,-1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,1
58,koke,ATM,16,4,90,0,0,1,3,0,0,0,2,0,0,2,0,0,0,1,1,8,19,-1,2,0,0,1,1,0,0,0,0,0,0,-1,0,0,0,0,0,1,-1,1
58,koke,ATM,17,2,90,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,9,8,-1,2,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0
58,koke,ATM,18,4,90,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,10,8,-1,2,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,2,0,1
58,koke,ATM,9,0,90,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,4,11,-1,2,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0
58,koke,ATM,20,2,28,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,3,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
58,koke,ATM,22,3,90,0,0,0,0,0,0,0,2,0,0,2,1,0,0,1,0,14,9,-1,2,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,2,0,1
58,koke,ATM,23,2,76,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,6,6,-1,2,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,1,0,1
58,koke,ATM,24,1,90,0,0,0,1,0,0,0,1,0,0,3,1,0,0,0,0,7,16,-1,2,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,1,-1,1
58,koke,ATM,21,2,65,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,6,-1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,koke,ATM,25,11,90,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,8,11,-1,2,0,3,1,0,0,0,0,1,0,0,2,0,0,0,0,0,1,-1,2
59,thomas-lemar,ATM,1,6,65,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,3,8,-1,2,0,3,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,2
59,thomas-lemar,ATM,2,5,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,12,-1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,-1,1
59,thomas-lemar,ATM,3,2,80,0,0,0,3,0,0,0,1,0,0,2,1,0,0,1,1,3,16,-1,2,0,0,0,1,0,0,0,0,0,0,-1,-1,0,0,0,0,0,-1,2
59,thomas-lemar,ATM,4,9,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,5,-1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
59,thomas-lemar,ATM,8,16,90,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5,13,-1,2,5,3,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,-1,3
59,thomas-lemar,ATM,10,2,45,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,3,10,-1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1
59,thomas-lemar,ATM,14,4,65,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,20,-1,2,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,-2,1
59,thomas-lemar,ATM,15,13,73,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,5,4,16,-1,2,5,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2,0,-1,2
59,thomas-lemar,ATM,16,1,30,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,3,-1,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1
59,thomas-lemar,ATM,17,2,45,0,0,0,3,0,0,0,1,0,0,1,0,0,0,0,1,2,15,-1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1
59,thomas-lemar,ATM,18,8,90,0,1,1,6,0,0,0,1,0,0,2,0,0,0,1,1,4,10,-1,2,0,3,1,3,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,1
59,thomas-lemar,ATM,9,7,90,0,1,1,2,0,0,0,1,0,0,2,0,0,0,0,2,6,21,-1,2,0,3,1,1,0,0,0,0,0,0,-1,0,0,0,0,1,1,-2,1
59,thomas-lemar,ATM,19,9,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,9,-1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,2
59,thomas-lemar,ATM,20,1,90,0,0,0,2,0,0,0,2,0,0,2,0,0,0,1,1,5,12,-1,2,0,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,0,1,-1,1
59,thomas-lemar,ATM,22,4,57,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2,5,9,-1,1,0,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,1,1,0,1
59,thomas-lemar,ATM,23,0,55,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,3,2,-1,1,0,0,1,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0
59,thomas-lemar,ATM,24,6,89,0,1,1,1,0,0,0,1,0,0,3,0,0,0,0,0,5,8,-1,2,0,3,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,2
59,thomas-lemar,ATM,21,5,78,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,6,13,-1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,-1,1
61,vitolo,GET,1,3,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,10,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,2
61,vitolo,GET,2,2,45,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
61,vitolo,GET,4,1,30,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,vitolo,GET,5,1,76,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,4,9,-1,2,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0
61,vitolo,GET,13,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,vitolo,GET,14,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,vitolo,GET,20,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,vitolo,GET,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,vitolo,GET,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,angel-correa,ATM,1,13,65,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,2,15,-1,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,3
65,angel-correa,ATM,2,9,85,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,12,-1,2,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,-1,2
65,angel-correa,ATM,3,5,90,0,1,1,1,0,0,0,0,0,0,2,1,0,0,0,2,4,19,-1,2,0,3,1,0,0,0,0,0,0,0,-1,-1,0,0,0,1,0,-1,1
65,angel-correa,ATM,4,2,45,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,4,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
65,angel-correa,ATM,5,5,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,7,-1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
65,angel-correa,ATM,6,4,90,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,7,16,-1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,1
65,angel-correa,ATM,7,4,31,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,0,10,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1
65,angel-correa,ATM,8,2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
65,angel-correa,ATM,10,2,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
65,angel-correa,ATM,11,1,31,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,-1,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,1
65,angel-correa,ATM,12,9,84,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,4,12,-1,2,0,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,2
65,angel-correa,ATM,13,8,73,0,1,2,0,0,0,0,0,0,0,1,0,0,0,2,0,3,15,-1,2,0,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,1
65,angel-correa,ATM,14,4,65,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,13,-1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-1,1
65,angel-correa,ATM,15,8,17,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,2,2,-1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
65,angel-correa,ATM,16,9,71,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,6,16,-1,2,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,-1,1
65,angel-correa,ATM,17,2,60,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,8,-1,2,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1
65,angel-correa,ATM,18,2,45,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,4,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
65,angel-correa,ATM,9,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
